name,artist,id,danceability,acousticness,liveness,loudness,speechiness,mood
Gundello Dhada Dhada,M. M. Keeravani,28BxVxS1GRUzF6A7sKpTeh,0.817,0.691,0.0863,0.7003486397091689,0.0952,romantic
Kuchi Kuchi Konamma - Bombay / Soundtrack Version,Various Artists,6MjMr3wFpaAlQT0AHpYzeY,0.695,0.0408,0.0647,0.3688429333412796,0.473,energetic
Full Kick,Devi Sri Prasad,57SyMlw05DK1ZD40T2tUHN,0.857,0.294,0.059,0.7317262135343723,0.146,energetic
Oh Pilla,Gershom Penugula,2qBE4Crveq4207aZEZymXg,0.585,0.541,0.406,0.6830954438451682,0.0321,cheerful
Drunk and Drive,Mahati Swara Sagar,13AC9I9D1SMZDxoZBXkiUV,0.452,0.117,0.112,0.783724187252302,0.255,energetic
"Toofan (From ""Kgf Chapter 2"")",Various Artists,560zqyR4wOAuNlsgqe3PcN,0.692,0.345,0.59,0.7280908251139784,0.0671,cheerful
Jabilammavo,Devi Sri Prasad,2pOLol6ndffaTbxqdNWlcW,0.74,0.0856,0.195,0.751244077594684,0.117,energetic
College Song Mass Beat,Koti,4jQHlEnBvN44f5LHas9aMy,0.908,0.255,0.103,0.7801781936291308,0.0895,energetic
Telugu Padaniki,M. M. Keeravani,04Jg1vEogkjokuOQhA38Gc,0.724,0.791,0.435,0.8567597365833308,0.046,cheerful
Chuk Chuk,Devi Sri Prasad,4joqGBMmU2MAd90ggIMeNP,0.921,0.271,0.0626,0.7448374504603832,0.176,energetic
Seethakaalam Premaku,Ilaiyaraaja,6oVDoV91AHMSU5UudrvOQ1,0.827,0.445,0.0868,0.6014183974492685,0.0364,romantic
Raathire,Damini Bhatla,5ug6GpvlI5S843IxnaR2JJ,0.387,0.851,0.0838,0.6283560296790727,0.0359,Chill
Yemito,Radhan,2QhpL0cdNWdrvd6g22ePVu,0.71,0.131,0.33,0.7001102535832415,0.0664,energetic
Senthamizh,Rajhesh Vaidhya,28T2AZC7zmWY9k4KreLNBr,0.558,0.122,0.0816,0.5769540212759618,0.0308,energetic
Nee Chepakallu,Devi Sri Prasad,4ePzZitenBqHdgr0bi0lpm,0.777,0.322,0.264,0.7878065496588099,0.0874,energetic
Sakkubayiney,K.M.Radha Krishnan,0ysoCXLpWyLxh3bUie4ZB1,0.592,0.19,0.236,0.8212998003516196,0.328,energetic
Prema Prema Ente Neram,Saari Haran,5T4J23YtziGELj9yScL5tY,0.539,0.237,0.187,0.7132810870407342,0.105,energetic
Bonalu,Mani Sharma,4jQrq9ijEyt6631tevaxVX,0.545,0.105,0.449,0.9380494055245985,0.373,energetic
Talaiva,Sandeep Chowta,0UEcVdjPDuKScPYR5YMo0g,0.451,0.00162,0.12,0.7728180219911202,0.157,energetic
Aa Navvula Kosam,T.Chalapathi Rao,5i6uVSnQh9o0HfKiPrQBgv,0.347,0.827,0.126,0.7000208587860186,0.0535,Chill
Olammi Tikkareginda,M. M. Keeravani,5EvzzMCXu0Xs6wLwZk5pDL,0.762,0.371,0.0737,0.7231741112667243,0.0652,romantic
Okati Rendu,Devi Sri Prasad,3N9wlATBqqu2haQP2vDLoJ,0.809,0.141,0.135,0.7093179176971901,0.103,energetic
Kudikannu Kotagaane,K. Chakravarthy,3mlPTN4I5uPLM4CrSz9CGp,0.505,0.868,0.256,0.7830686254060014,0.167,Chill
Nee Padhamula - Male,M. M. Keeravani,3QJphxglNG4QRApZSJW8qk,0.633,0.683,0.278,0.6937036264489407,0.0311,Chill
"Priya Priyathama - From ""Killer""",Various Artists,6prx9dtmOaotXNQeGxT4rG,0.773,0.825,0.124,0.8871241693733425,0.0343,Chill
"Hrudayama (From ""Major - Telugu"")",Sricharan Pakala,2TCfkbqlIJbDpuy98asnoV,0.551,0.505,0.596,0.6508835185792188,0.028,cheerful
Follow Follow,Devi Sri Prasad,0kz3Bh09Li3wtcreZV3BKM,0.829,0.317,0.0866,0.844125271909175,0.077,energetic
Punnamila,Mani Sharma,4KbF1Ehk6osMMSVnODa15M,0.636,0.121,0.142,0.600733037337227,0.29,energetic
Mamavathu Sri Saraswati,Sooryagayathri,5ToreXZllqLZAbr3N3JpBh,0.714,0.583,0.0701,0.7548794660150779,0.0353,romantic
Nee Kallathoti,Devi Sri Prasad,0MnheT0XuLNtAYGhfcTSzq,0.77,0.224,0.113,0.6883697368813135,0.0591,energetic
Nenu Nenuga,Devi Sri Prasad,1GIX3Z78P6PJg8srUYAqjF,0.666,0.358,0.124,0.6965940582258113,0.0429,romantic
You & Me,Devi Sri Prasad,008lRa3qOTxsZE3UeKW8yp,0.84,0.2,0.103,0.8390595667332161,0.0836,energetic
Muripinchey,Chakri,1n0nzJW3430PvikKbvKcKo,0.827,0.732,0.732,0.8095592836496917,0.214,cheerful
Emaindamma Eenadu,S.A. Rajkumar,5IyP39ej0CSoA6cUbM4TrS,0.579,0.466,0.319,0.7651300694299592,0.0618,romantic
Pakado Pakado,Devi Sri Prasad,4HJrKibRUE3y3oRy5aVN8H,0.778,0.25,0.203,0.8802407699871868,0.0708,energetic
O Hrudayama,Dinesh Rudra,6UW20Audwz7dFXS1PI5XSA,0.628,0.309,0.0988,0.7707321433892548,0.0312,romantic
Ninu Veedani Needanu Nene,K. V. Mahadevan,2eEoxItZac6ujr0ygvPWW0,0.469,0.943,0.32,0.657081557853333,0.0356,Chill
Muthyala Pandirilo,K. V. Mahadevan,0jcW6isdxcs4DAqLPvrR6u,0.548,0.893,0.193,0.5228403706904259,0.309,Chill
Jagadhodharana,Anayampatti Ganesan,4NBwL6wloNkYC7ebNKEOiQ,0.497,0.872,0.0864,0.670133198247862,0.0401,Chill
Poke Poke,Sunny Austin,56nhIv7LsfgmLK9fLxPO5k,0.791,0.478,0.311,0.7864358294347269,0.0566,romantic
Adhey Adehey,Pendyala Nageswara Rao,7zYYUc1pnVJyGdr2Mq9FgG,0.477,0.944,0.262,0.7018683512619566,0.14,Chill
Nee Chitram Choosi,Pawan Ch,6zV1VSGqqCUQA39aFWdNnD,0.562,0.314,0.127,0.796299055394976,0.027,romantic
Prati Dinam,Ilaiyaraaja,2m0TieZ6Jw8WWZ0kiMMSjc,0.704,0.403,0.167,0.8300008939479723,0.0774,romantic
Sada Nannu,Mickey J. Meyer,2vhQo1YVhZVFTohJIlHg3v,0.536,0.76,0.0686,0.6786257039840282,0.0402,Chill
Yevandoi Nani Garu,Devi Sri Prasad,6WCH22y0yjBbL1Vyuf0E9g,0.874,0.116,0.0917,0.7820852826365505,0.179,energetic
Marumallela Vaana,Mani Sharma,4ETtA1zu6ZcrXpRpeZ3hnv,0.77,0.59,0.114,0.7856312762597217,0.0641,romantic
Janavule Nerajanavule,Ilaiyaraaja,649MjecPXaKLCtZeJpFyJT,0.785,0.46,0.283,0.7989213027801783,0.153,romantic
Banthi Poola Janaki,Thaman S,7EfCZwWJe56JkcIy2pFaRO,0.815,0.116,0.313,0.7485920319437409,0.0734,energetic
Oo Antava Oo Oo Antava,Devi Sri Prasad,3szxldqiYs7nkvtmooRod8,0.925,0.34,0.366,0.767037158437379,0.104,energetic
Nee Navve,Anup Rubens,3DoRYchkhNs9Dozk6wFdNO,0.821,0.663,0.375,0.759379004141959,0.0438,romantic
Nee Illu Bangaram,Ramana Gogula,3r5Wg2tEbCUPgayvSpxbD3,0.792,0.26,0.41,0.8017819362913079,0.106,energetic
Idele Tharatharala,Raj-Koti,7veDsePBSacKtr8GhqFQ35,0.521,0.892,0.0976,0.6359843857087518,0.0403,Chill
Vachaadayyo Saami,Devi Sri Prasad,3VS9W9i3GjcIUJf6Zen7yv,0.747,0.66,0.157,0.8303286748711225,0.264,romantic
Shinna Gudi Kada,Charan Arjun,4GRE5JsSERfXk8NkEc9u6D,0.636,0.551,0.402,0.7884025149736286,0.148,cheerful
Nravadhi Sugadha,Various Artists,7a3ZnJVKO66APNbbV9a18g,0.361,0.787,0.396,0.4316874757889091,0.0606,Chill
Chal Challe,G. V. Prakash,5coAqV6GQX79d2qzICX1Ji,0.645,0.328,0.197,0.8794958133436634,0.301,romantic
Deva Deva Davalachala,Sudarsanam - Govardhanam,0rEvpbvxvDd7RNTW4yBm34,0.59,0.944,0.18,0.5596114306147383,0.0713,Chill
Padavi Datani,Ramana Gogula,6OlRtuNOOPFcXdBww7A3Sq,0.661,0.597,0.392,0.8111385917339611,0.0342,cheerful
Veluthunna,Kalyani Malik,5VbHYeJ4iMPckMdPT2rEQq,0.648,0.826,0.0646,0.7605411365058554,0.0449,Chill
Sindhurapu Puthotalo,Ilaiyaraaja,6xxncRP5Be7p121Wfxlrl0,0.744,0.816,0.132,0.8146845853571323,0.0381,Chill
Oka Praanam,M. M. Keeravani,4KtOMKNhcaeDAeM7mZ70Ju,0.601,0.651,0.0999,0.6661402306385769,0.0298,romantic
Chick Chiklet,Koti,07lpPIARsOE1O2Baub2Td0,0.886,0.0919,0.584,0.8659971989630204,0.103,energetic
Poolaguwavaa,Sandeep Bowmik,6s3edis0BJf1e5lwg7rrKU,0.726,0.259,0.105,0.6652462826663488,0.388,energetic
Sree Mahaganapathim,Kunnakudi Vaidyanathan,5uITcl35S5Xl211DFwIlVt,0.456,0.907,0.337,0.5790398998778272,0.06,Chill
Welcome Kanakam,Thaman S,107Q3BCiTG2UWg1IwzBLXP,0.73,0.348,0.0779,0.7978187669477637,0.147,romantic
Thana Pere Saranga Dariya,Relare Rela Komali,7dVL8ZoJLaXK3WbSduaz1H,0.765,0.103,0.327,0.8443338597693615,0.11,energetic
Ichchi Puchchu,Devi Sri Prasad,5NTPEHSJFPE5le4GX1QppR,0.726,0.382,0.0333,0.7391459817038648,0.183,romantic
Arere Yekkada,Devi Sri Prasad,5icJ3lEvL73C07mJd4s8nu,0.79,0.533,0.302,0.7996066628922197,0.0459,romantic
Sai Paadham,M. M. Keeravani,7B3kvKjoOAuRUSPD7gJ0vO,0.663,0.829,0.368,0.8100956524330285,0.0497,Chill
Chinnaga Chinnaga,Mani Sharma,3zugWFrbjpOdzKN9feQAUv,0.512,0.294,0.0641,0.7354211984862482,0.395,romantic
Pilla Manchi Bandhobasthu,Thaman S,3l76AvhRJM6QEf5Qs2EMQL,0.843,0.276,0.224,0.7634613665484669,0.0585,energetic
Vedanule - Stripped Version,Raghav Adit,3hTyfRA9FPiw5Qqb66p0Qb,0.525,0.0636,0.112,0.818826544295122,0.0337,energetic
Sita Rama Charitham,Ilaiyaraaja,4VwLZDIEXbpFzmqZ4NFScp,0.501,0.636,0.106,0.6157513632706577,0.0637,Chill
"Saarada Nanu Cheraga (From ""Sarada"")",Various Artists,7lHoky3RHoAiMkCq5AURUJ,0.5,0.824,0.287,0.8220447569951429,0.0465,Chill
Suyaa Suyaa,Thaman S,37cahuCNsDyk2SZOQGjjP2,0.583,0.711,0.114,0.8333680979766978,0.22,romantic
Rakaasi Rakaasi,Anup Rubens,3etzMVcHGkBpJucXxNBp75,0.806,0.346,0.0369,0.7732351977114933,0.0534,romantic
Hey choosa - Telugu,Mahati Swara Sagar,2HwVeJKanuNEGipsvx01Wv,0.762,0.612,0.0786,0.8100062576358056,0.0483,romantic
"Jarra Jarra (From ""Valmiki"")",Mickey J. Meyer,1wVHlN2inEmT6f38MunqFi,0.897,0.258,0.152,0.6816651270896035,0.111,energetic
Pranama,G. V. Prakash,2eNsKGsyXBUWyMZa0QrMII,0.712,0.359,0.382,0.8018415328227897,0.046,romantic
Thodasa Ullasam,Chakri,66stETQphDjkLa9fRksDUh,0.737,0.111,0.114,0.7676927202836795,0.241,energetic
Oddu Meeda Guddi Konga,Relare Ganga,7KpkVRlIDR8IWWiB3tfQNk,0.804,0.707,0.103,0.8761584075806789,0.111,romantic
Gutilona Silukaledanna,Roja Ramani,12AOioVSB01hgjvD2FJQ9W,0.689,0.718,0.0978,0.8437378944545427,0.0552,romantic
Odini Lali,Anirudh Ravichander,1R51CBj4qwB7GiRmCEoq8M,0.535,0.841,0.112,0.6600613844274263,0.0311,Chill
Dol Dol Dol,A.R. Rahman,6AHV9qSZazCPcN2xkHzltT,0.723,0.139,0.617,0.6932864507285676,0.0663,energetic
Samaramey,Alphons Joseph,6iYEYUkSHymiRujeB4Cusd,0.733,0.63,0.137,0.6561280133496231,0.103,romantic
Columbus,A.R. Rahman,4r1yEmuWk9LYSQMTCrgv43,0.893,0.0898,0.232,0.8721058434399118,0.0823,energetic
Okkade Devudu,M. M. Keeravani,4Bw3vYUoogYvHMEcVbUWXL,0.501,0.778,0.108,0.7792842456569028,0.131,Chill
Vakrathunda Mahakaya,Vandemataram Srinivas,58GrjiNa1jhmOL0ZWRbNBB,0.655,0.132,0.755,0.805327929914479,0.0425,cheerful
Devatha,Achu,29Kc7RQUikxuxjkRYa39Ih,0.605,0.623,0.104,0.8934116034446795,0.0398,romantic
So Much to,R. P. Patnaik,4FvsGprCBeEjjnK4WDq87d,0.588,0.358,0.0892,0.6425102059060164,0.0355,romantic
Mounamendhuku,Koti,14h0w8xeU6i2kZruNtipy3,0.721,0.323,0.352,0.8046723680681784,0.0376,energetic
Nakkileesu Golusu - Telugu,Raghu Kunche,1VIaSk3fxqHAqsl25142Z6,0.75,0.193,0.082,0.7031496766888168,0.093,energetic
Oh Kaliki Rama Chilaka,Koti,5unmPShyfvEdayalZzSiJy,0.801,0.126,0.18,0.7898626299949343,0.0747,energetic
Januavay Masam,Yuvan Shankar Raja,0fNv54Bv2TiGkuoBt4OYlW,0.801,0.0812,0.243,0.6904556154831789,0.0586,energetic
Aa Gattununtaava,Devi Sri Prasad,1gsKkCmCaC3LRXdmECwapV,0.809,0.521,0.0982,0.8475818707351233,0.213,romantic
Ee Manase Se Se,Deva,1bwhIKtK1sn4xPQh7D553a,0.785,0.331,0.227,0.6324681903513216,0.054,energetic
You’Re My Love,Devi Sri Prasad,0EV7Iol5TYTzVufJTT6ZSX,0.869,0.0326,0.0843,0.8665931642778391,0.0376,energetic
Ramabhirama Darbar Misrachappu,Kadri Gopalnath,0dhXKFpfhZMFeEPgdbIGGn,0.305,0.765,0.413,0.725110998539885,0.0743,Chill
Manasu Manasu,S.A. Rajkumar,1wrueSOucZWdWjfXynJru7,0.72,0.585,0.324,0.8190947286867905,0.084,romantic
Chinna Chinna Aasha,A.R. Rahman,5WlV92mi6DDgGUg1hd6qok,0.62,0.618,0.133,0.7341696713251289,0.0339,romantic
Erra Gulaabi Virisindi,Ilaiyaraaja,000F1qNbZ5DmqzTKwchiFA,0.243,0.949,0.0868,0.8220745552608839,0.0432,Chill
Edhuta Nilichindhi,Kamalakar,7t7FpQkhNuPal6ucwIodn0,0.672,0.243,0.6,0.6972496200721119,0.0314,cheerful
Raara Krishnaiah,R. Govardhanam,7dHk7St7AjqZ14Z0QPpsv4,0.438,0.796,0.194,0.6630710092672607,0.0825,Chill
Merupu Chukke,Harris Jayaraj,0EbBPXyPckMHzkXLdmGyyA,0.873,0.00665,0.236,0.7190619505944754,0.0785,energetic
Kalava Kanne Kalava,A.R. Rahman,0xSqG1PmutrBNYbJWZSrKG,0.676,0.742,0.1,0.5270419261598975,0.0313,Chill
YEMOYE PILAGA,Hanmanth Yadav,3XTuPTaCImfNjCxj3U4NLi,0.827,0.239,0.11,0.8358711522989363,0.223,energetic
Savyasachi,M. M. Keeravani,3qj06yYj5GfdK3O5aoteru,0.676,0.586,0.0894,0.7739801543550165,0.102,romantic
Alupannadi,Sri,6RnalZcp3Dpad8MVEg8D2I,0.593,0.773,0.0788,0.6452814446199231,0.117,Chill
Nakkileesu Golusu,Raghu Kunche,7Myt5UuXsOPJP8PWcRGCBA,0.75,0.193,0.082,0.7031496766888168,0.093,energetic
"Frustration Song (From ""Slum Dog Husband"")",Rahul Sipligunj,1MoOzKEL56hG487CUTGZHA,0.745,0.44,0.231,0.8550314371703567,0.309,romantic
"Oo Shivangi (From ""Thiru"")",Sri Sai Kiran,6AifZCIe09p6O0Vyp0EJBb,0.675,0.0821,0.347,0.8729997914121398,0.198,energetic
Yahoon Yahoon,Devi Sri Prasad,35OoRmRvzNS6DjAtEgpiMd,0.684,0.161,0.193,0.8700199648380464,0.133,energetic
Bho Shambho - Instrumental,Various Artists,1sRAThKJTFHB5YOKdvzUtC,0.384,0.827,0.107,0.834142852885962,0.0494,Chill
"Friendship Song - Idhi Sneham, From ""Ginna""",Ariaana Manchu,3jkbTIzLRyeFzBE5B0L1xK,0.466,0.741,0.133,0.5803510235704282,0.0743,Chill
Ee Mounam,S. Rajeswara Rao,6aQIEbUCzDY1hjWSbDayON,0.439,0.863,0.133,0.5770136178074436,0.0749,Chill
Chitram Bhalare,Pendyala Nageswara Rao,2IHDTaFSMnRSoYl7fHRvaS,0.57,0.965,0.099,0.6460561995291874,0.0708,Chill
Nuvvu Naatho Emannavo,Thaman S,2eA7EXGcJElbkYibismLFI,0.848,0.698,0.0847,0.7779433236985608,0.046,romantic
Pikaso Chitrama,Vandemataram Srinivas,7iAFgRMmhODsrD6eGawfnz,0.823,0.203,0.0714,0.4893471199976162,0.0855,energetic
Gundello Emundho,Devi Sri Prasad,3ZqeNBb81jeCgzwI8z9ShC,0.802,0.232,0.328,0.6049047945409578,0.0979,energetic
Ee Manchullo,Harris Jayaraj,3yohguhrtd3Ons3ehCXd6y,0.75,0.367,0.103,0.6711761375487947,0.0264,romantic
Nijam Cheppamante,Chakri,4YWiGtYi3EEKpj4SeRhLKL,0.78,0.172,0.185,0.7716856878929647,0.0931,energetic
Sharanu Sharanu,M. M. Keeravani,5wwwCRcfoOp4jDvmlGHoZW,0.519,0.785,0.143,0.7220119789028279,0.0489,Chill
Kanne Pillavani,M. S. Viswanathan,1COzYmTPXSJ7zSoGeAyH7n,0.472,0.918,0.523,0.7948687386394112,0.111,cheerful
Priyurale Premaga,Koti,35eQkLTQKPkZqtW6JJJekb,0.613,0.472,0.365,0.7937662028069967,0.0294,romantic
"Bombhaat - From ""LIE""",Mani Sharma,3dpG9UvGYjcQX7SPiLYSW7,0.836,0.235,0.123,0.8260079263386871,0.172,energetic
Lollipop,Sid Sriram,5ZtrYdXOsYCRLXuGKR7nt6,0.612,0.343,0.126,0.7514526654548705,0.043,romantic
Sande Poddula,Ilaiyaraaja,7L5L1iNlkkSfzdYcuNdjNk,0.538,0.633,0.323,0.8110193986709974,0.0502,Chill
Ayyayo Ayyayo,S. Rajeswara Rao,543ZU06W4YkICrpcNn8XoS,0.519,0.838,0.789,0.8067582466700438,0.0923,cheerful
Gili Giligas,Chakri,6BQ8arQgffLVGyJdajQSXK,0.768,0.114,0.561,0.7632229804225394,0.0738,energetic
Tauba Tauba,Devi Sri Prasad,6jeTxPEe1RBt3SVKnpZXvo,0.756,0.2,0.771,0.7984445305283233,0.0972,cheerful
Saavirahe,Bharath Manchiraju,4DxSz6K9n6w8SKERAxBhfg,0.593,0.0147,0.588,0.6630412110015198,0.025,energetic
Jai Jai Ganesha,Mani Sharma,6dS5AExPdc3F6GmtxeaePv,0.811,0.111,0.0876,0.7410530707112847,0.286,energetic
Vevela Jejelive,Ghantadi Krishna,2Muezfu5PN1xqyLqZIPbfr,0.609,0.406,0.108,0.8429333412795376,0.0675,romantic
Yey Chikittha,Ramana Gogula,14EQIE6878pGC6kgdIzsEK,0.792,0.578,0.0582,0.7001102535832415,0.051,romantic
Manasa Cheppave,Sekhar Mopoori,0lAMcC2T17uOs4HwA1ZsHm,0.706,0.759,0.153,0.7412020620399893,0.103,Chill
Anademanantina Tirupathi,Laxmi,7gr6AZ9kgzGqvS5LoyAkgV,0.854,0.335,0.138,0.8028844721237225,0.0923,energetic
Deepali,RaghavaLawrence,6nmqcWriTyvwAXmS40k1yN,0.819,0.0154,0.523,0.7088709437110761,0.128,energetic
Musugu Veyyoddu,Devi Sri Prasad,6Aa2xJJWP9UuviIwYWJqjB,0.793,0.0575,0.182,0.8194225096099408,0.207,energetic
Varsham Munduga,Joshua Sridhar,19o5ECC3CTmK34a3x4pOPv,0.741,0.318,0.246,0.7955243004857118,0.0424,energetic
Eenaadu Kattukunna,S. P. Kodandapani,1sNKmBoDMJDUNrMjfmg8TM,0.488,0.593,0.364,0.6715933132691678,0.0659,cheerful
Nuvante Nakistamani,R. P. Patnaik,1DpG1xxz90gjxjmbuNc4Z7,0.677,0.247,0.109,0.7842009595041569,0.0752,energetic
Pade Pade Kannulive,Pendyala,7iDoEtrMSh1ZfBJuYTDYNc,0.561,0.971,0.148,0.6518072648171878,0.123,Chill
Kamareddy Chinnadi,Paligiri Rajendar,3Tg3HWGs0U2rM7U4FWBElt,0.761,0.0185,0.162,0.8193927113441998,0.0612,energetic
Sreekaram Edi Maro Charithraki,Koti,7xbW3J0Q7LEEidoQZhUPQN,0.588,0.23,0.147,0.7256771655889628,0.0723,energetic
Catch Me,Devi Sri Prasad,6dSCy1adfcAILYyEhXRRa8,0.775,0.0837,0.0384,0.7425429839983313,0.0685,energetic
Nacchinavuro,Shirisha,6pJKlaMumw6GifNM46EDuX,0.81,0.583,0.148,0.8210018176942102,0.249,romantic
"Dinchak (From ""Red"")",Keerthana Sharma,0iT2FnhutL3yJh7DXy1SOG,0.853,0.136,0.0465,0.8346196251378171,0.22,energetic
Kallumoosi,Gopi Sundar,55uVx1s7InHUFdyw3iDJny,0.854,0.337,0.0649,0.7320539944575226,0.0554,energetic
Nunugu Misalodu,M. M. Keeravani,7a7badaPkBz9NWMWnPTwN5,0.647,0.346,0.081,0.6355076134568969,0.137,romantic
Eandibe Ettaaga Undi,M. M. Keeravani,4eAwLxeHYE9Tg1tbju2uz7,0.53,0.7,0.278,0.6396197741291457,0.463,Chill
Goronka Gootike,K. V. Mahadevan,0KRZMowU4Q66i81DWCcCLM,0.562,0.769,0.146,0.603474477785393,0.0544,Chill
Sirula Nosage,Vandemataram Srinivas,0HfKdr3yjChjL0195O6QNx,0.492,0.199,0.218,0.8429631395452785,0.0639,energetic
Pranam Pothunna,Yuvan Shankar Raja,2yyOgnukcQCppigRdL0IX1,0.618,0.777,0.11,0.7238296731130249,0.0298,Chill
Aaskasam Eenatido,Ilaiyaraaja,69qYaWssICBZIbhryZ5VSb,0.699,0.905,0.079,0.6215024285586579,0.052,Chill
Oura Ammaka Chella,M. M. Keeravani,06eQc1YB0r8HCO9uQmgAYs,0.605,0.837,0.0947,0.6569921630561102,0.0986,Chill
Natho Vasthava,Devi Sri Prasad,7doa67iBLqeFDhMKcMOJHx,0.674,0.312,0.192,0.7321135909890045,0.169,energetic
Ninnu Nannu,Mickey J. Meyer,4IflXd2hWBaw2jHX7SqRRZ,0.609,0.788,0.0969,0.6821418993414583,0.0242,Chill
Nu Eppude Pilla,D. Imman,4PgN4l9BBg907YY4ABgYxD,0.473,0.113,0.139,0.8181411841830806,0.0946,energetic
"Bellam Sridevi - From ""Supreme""",Various Artists,3uROXkvHbttFQN6n7T9WRb,0.626,0.0529,0.827,0.7842009595041569,0.23,cheerful
Okapari,Unnikrishnan,15QrLntRt8kyIUgyamY6l4,0.405,0.82,0.239,0.7223099615602373,0.164,Chill
Hey Menina,Chaitan Bharadwaj,2XZI0bjOzPgZ5LSp4w54sx,0.762,0.374,0.214,0.787329777406955,0.0954,romantic
Pibare Rama Rasam,Phani Narayana,2qQY4aob8d9hyS7AZSUEEb,0.496,0.773,0.0842,0.6559492237551775,0.106,Chill
Sakkanodu,A-B,3EE5WItAPZdnKNL8GNj6lF,0.895,0.3,0.115,0.721475610119491,0.245,energetic
Annapoorne Visalakshi (Raga: Sama; Tala: Adi),Sikkil Mala Chandrasekhar,3Jn8RXs7HOZLuChY5ba18t,0.519,0.966,0.0905,0.6207276736493936,0.107,Chill
Puttintollu Tharimesaaru,K. Chakravarthy,2lbx1JdGd0Gr7deuaBI0yF,0.704,0.971,0.108,0.750350129622456,0.247,Chill
Okey Oka Lokam,Arun Chiluveru,0CHCU726JnK7AIdbqrzN9Y,0.757,0.258,0.103,0.7885813045680742,0.0793,energetic
"Chick Chiklet - From ""Rikshavodu""",Baba Sehgal,2g0iUyNrTKn9258eqxMtQn,0.886,0.0919,0.584,0.8659971989630204,0.103,energetic
Devudey Dhigi,R. P. Patnaik,4Y3HG8mmJYpHN05X7SWWHI,0.793,0.2,0.191,0.791769719002354,0.121,energetic
Eyi Raja,Thaman S,2R8JubrAwOWuUuKifnI7H4,0.697,0.643,0.108,0.7218927858398642,0.0765,romantic
O Maghuve Neetho,Chakri,6omfoMnhgrfOc7D5CaGkhR,0.684,0.175,0.233,0.7611371018206741,0.0577,energetic
Yemaindo Yemo Ee Vela,Deva,4HPS8T93nJ7OYUMtycARmW,0.749,0.192,0.246,0.6103578771715488,0.106,energetic
Kondakaki,Harris Jayaraj,6foVpQQXApEJ7SgJqWgzbC,0.775,0.0982,0.0549,0.757114335945648,0.181,energetic
Panchirey,Shankar-Ehsaan-Loy,7lnoKCjdDeOi4N8233zlO6,0.706,0.0418,0.0799,0.7325009684436367,0.0309,energetic
Dil Mangey More,Chakri,1yT9F0UJR45gbb5WfdHUK4,0.79,0.0834,0.0729,0.7813999225245091,0.0781,energetic
Thassadiyya,Devi Sri Prasad,5HVuVRgtLFrACoiB8vv4Ah,0.798,0.169,0.0542,0.8206740367710599,0.0514,energetic
Ekkada Ekkada,Mani Sharma,1nV9Nxh5bCYnJ372qcFIbT,0.634,0.185,0.34,0.7474596978455854,0.074,energetic
O Sakkanoda,Santhosh Narayanan,2gOQUNjZkQ5z3AtKlEZoag,0.754,0.733,0.176,0.7928424565690277,0.0625,romantic
Raja Raja Aradhithe Niroshta Thistra Adi Muthiah Bhagavathar,Kadri Gopalnath & A.K.Palanivel,5j6XtnG3AkyeZqiIdDEisW,0.626,0.757,0.0814,0.8098870645728419,0.0785,Chill
"Allari Motha (From ""Brahmastra (Telugu)"")",Pritam,02WBEBJJX1R2UrYSUrAPi6,0.654,0.0428,0.249,0.8282427962692571,0.119,energetic
Ramakathanu Vinarayyaa,Ghantasala,7wjAq8RdPSpgnnYUekd7e5,0.386,0.993,0.549,0.6283560296790727,0.0799,Chill
Cherlapatelguda Kale Vamshi Memorable Song,A Clement,2xL5cHWXgOuiwTdYGgNAVe,0.742,0.483,0.122,0.7105694448583093,0.169,romantic
Paddade Pegguraa Maavayya,G. V. Prakash,0hRFTD6yU0yIxaaZ4TxhLN,0.892,0.508,0.214,0.7911439554217945,0.206,romantic
Dum Dum Dolu Baaje,Anup Rubens,5MyESNJmP58jGZMF97hljq,0.844,0.168,0.33,0.7739801543550165,0.223,energetic
Em Maya Chesavo,Anup Rubens,1CBzlaKlSBkb1x3jv27t5y,0.805,0.157,0.0468,0.7317560118001133,0.0444,energetic
Nenu Puttanu,K. V. Mahadevan,10g4CE0VLs4ywXGepPna8L,0.705,0.818,0.112,0.8261867159331328,0.142,Chill
Thee Thee Theeyanee,A.R. Rahman,0vXFArdnih49HFWhPeqom3,0.765,0.665,0.0698,0.5091331684495963,0.0698,romantic
Raga Bhairavi / Raagam-Taanam,T. N. Krishnan,11N16vE0jjIFgLaz6jN4XF,0.4,0.991,0.134,0.5632766173008732,0.0387,Chill
Jai Balayya,Thaman S,798gW1ukNF0nQir6XLiUH2,0.764,0.597,0.197,0.7855418814624989,0.121,romantic
Kashmiri Loyalo,K. Chakravarthy,6VXiHWJVUPy9aM3OV8dTTm,0.586,0.793,0.113,0.7926338687088412,0.0923,Chill
Anuragame Mantramga,S.A. Rajkumar,27sLbeSvAZg72EHF6r1WmN,0.716,0.528,0.461,0.921600762835603,0.0522,cheerful
Pachani Chilukalu,Hariharan,3YFsWxInJgwOgZ5WvfJqjL,0.747,0.154,0.0376,0.48389403736702535,0.0353,energetic
Ramuloo Ramulaa,Thaman S,7vGMTsKLnCOKqIjFhwWRYR,0.663,0.415,0.158,0.8279150153461069,0.152,romantic
